Sample	ANC IV
Comments	
Filename	C:\Users\SR\Desktop\KV257~1.18\ANCIV_~1.ASC
Goniometer	MiniFlex 300/600 +
Attachment	Standard Sample Holder
Monochromater	None
84.18	650
84.2	685
84.22	713.333
84.24	713.333
84.26	695
84.28	708.333
84.3	730
84.32	700
84.34	678.333
84.36	718.333
84.38	681.667
84.4	690
84.42	703.333
84.44	680
84.46	696.667
84.48	710
84.5	718.333
84.52	726.667
84.54	670
84.56	696.667
84.58	676.667
84.6	713.333
84.62	676.667
84.64	683.333
84.66	698.333
84.68	718.333
84.7	720
84.72	690
84.74	663.333
84.76	663.333
84.78	745
84.8	708.333
84.82	708.333
84.84	685
84.86	695
84.88	701.667
84.9	671.667
84.92	690
84.94	730
84.96	706.667
84.98	686.667
85	713.333
85.02	676.667
85.04	690
85.06	720
85.08	710
85.1	696.667
85.12	718.333
85.14	753.333
85.16	695
85.18	675
85.2	676.667
85.22	691.667
85.24	665
85.26	703.333
85.28	675
85.3	680
85.32	653.333
85.34	708.333
85.36	686.667
85.38	641.667
85.4	701.667
85.42	708.333
85.44	693.333
85.46	676.667
85.48	663.333
85.5	653.333
85.52	728.333
85.54	698.333
85.56	673.333
85.58	646.667
85.6	675
85.62	676.667
85.64	676.667
85.66	700
85.68	710
85.7	695
85.72	675
85.74	698.333
85.76	715
85.78	676.667
85.8	726.667
85.82	716.667
85.84	725
85.86	696.667
85.88	653.333
85.9	695
85.92	661.667
85.94	688.333
85.96	673.333
85.98	665
86	703.333
86.02	703.333
86.04	648.333
86.06	663.333
86.08	678.333
86.1	695
86.12	713.333
86.14	720
86.16	673.333
86.18	698.333
86.2	685
86.22	703.333
86.24	663.333
86.26	698.333
86.28	753.333
86.3	745
86.32	716.667
86.34	703.333
86.36	671.667
86.38	703.333
86.4	756.667
86.42	738.333
86.44	730
86.46	671.667
86.48	676.667
86.5	693.333
86.52	666.667
86.54	691.667
86.56	743.333
86.58	721.667
86.6	725
86.62	748.333
86.64	748.333
86.66	735
86.68	746.667
86.7	763.333
86.72	731.667
86.74	740
86.76	701.667
86.78	675
86.8	675
86.82	711.667
86.84	731.667
86.86	783.333
86.88	788.333
86.9	745
86.92	731.667
86.94	753.333
86.96	748.333
86.98	716.667
87	735
87.02	705
87.04	758.333
87.06	758.333
87.08	721.667
87.1	711.667
87.12	728.333
87.14	741.667
87.16	781.667
87.18	670
87.2	710
87.22	740
87.24	735
87.26	731.667
87.28	720
87.3	761.667
87.32	768.333
87.34	746.667
87.36	691.667
87.38	696.667
87.4	731.667
87.42	733.333
87.44	711.667
87.46	716.667
87.48	750
87.5	690
87.52	721.667
87.54	756.667
87.56	730
87.58	731.667
87.6	671.667
87.62	695
87.64	645
87.66	691.667
87.68	713.333
87.7	676.667
87.72	703.333
87.74	686.667
87.76	736.667
87.78	671.667
87.8	731.667
87.82	668.333
87.84	703.333
87.86	703.333
87.88	673.333
87.9	748.333
87.92	728.333
87.94	703.333
87.96	703.333
87.98	698.333
88	720
88.02	693.333
88.04	641.667
88.06	718.333
88.08	736.667
88.1	731.667
88.12	760
88.14	768.333
88.16	710
88.18	745
88.2	730
88.22	746.667
88.24	693.333
88.26	711.667
88.28	716.667
88.3	701.667
88.32	738.333
88.34	731.667
88.36	806.667
88.38	761.667
88.4	771.667
88.42	708.333
88.44	695
88.46	736.667
88.48	720
88.5	736.667
88.52	730
88.54	776.667
88.56	796.667
88.58	733.333
88.6	736.667
88.62	725
88.64	730
88.66	730
88.68	736.667
88.7	721.667
88.72	733.333
88.74	758.333
88.76	743.333
88.78	738.333
88.8	725
88.82	726.667
88.84	691.667
88.86	741.667
88.88	751.667
88.9	733.333
88.92	706.667
88.94	701.667
88.96	725
88.98	708.333
89	680
89.02	708.333
89.04	698.333
89.06	706.667
89.08	698.333
89.1	736.667
89.12	766.667
89.14	705
89.16	703.333
89.18	656.667
89.2	688.333
89.22	725
89.24	688.333
89.26	786.667
89.28	760
89.3	726.667
89.32	756.667
89.34	716.667
89.36	715
89.38	715
89.4	723.333
89.42	656.667
89.44	706.667
89.46	815
89.48	775
89.5	681.667
89.52	703.333
89.54	706.667
89.56	726.667
89.58	735
89.6	695
89.62	690
89.64	726.667
89.66	721.667
89.68	755
89.7	713.333
89.72	711.667
89.74	715
89.76	751.667
89.78	713.333
89.8	746.667
89.82	735
89.84	715
89.86	755
89.88	690
89.9	778.333
89.92	743.333
89.94	678.333
89.96	708.333
89.98	680
90	680
